test_id	block_id	gene_id	gene_name	event_type	level_a	level_b	n_paths	n_mappable_paths	n_mapped_transcripts	mapping_complete	original_effect_norm	long_read_effect_norm	pooled_dot_product	pooled_cosine	pooled_replicated	replicate_1_dot_product	replicate_2_dot_product	replicate_1_cosine	replicate_2_cosine	both_replicates_replicated	minimum_pooled_depth	minimum_replicate_depth	technical_g_test_p_value	counts_a_rep1	counts_a_rep2	counts_b_rep1	counts_b_rep2	technical_g_test_fdr	technical_bh_directional_replication
ENSMUSG00000041645.15:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000041645.15:B1	ENSMUSG00000041645.15	Ddx24	alternative first region	EX_cortical	INH_midbrain	2	2	2	False	0.05815906908404983	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[181, 387]	[490, 1113]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000041645.15:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000041645.15:B1	ENSMUSG00000041645.15	Ddx24	alternative first region	EX_cortical	INH_migrating_interneuron	2	2	2	False	0.05053664930569781	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[181, 387]	[490, 1113]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000041670.20:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000041670.20:B1	ENSMUSG00000041670.20	Rims1	alternative first region	EX_cortical	INH_midbrain	4	4	4	False	0.11860438592955125	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 12, 52, 10]	[0, 12, 60, 2]	[0, 0, 0, 0]	[0, 0, 0, 0]	NA	False
ENSMUSG00000041670.20:B2|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000041670.20:B2	ENSMUSG00000041670.20	Rims1	alternative last region	EX_cortical	INH_midbrain	3	3	5	False	0.1030925100651954	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[52, 26, 0]	[60, 22, 0]	[0, 0, 0]	[0, 0, 0]	NA	False
ENSMUSG00000041852.16:B1|cell_type|ASC|EX_cortical	ENSMUSG00000041852.16:B1	ENSMUSG00000041852.16	Tcf20	alternative first region	ASC	EX_cortical	2	2	2	True	0.010877044755355421	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000041852.16:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000041852.16:B1	ENSMUSG00000041852.16	Tcf20	alternative first region	EX_cortical	INH_medium_spiny	2	2	2	True	0.0009257204944620944	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000041852.16:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000041852.16:B1	ENSMUSG00000041852.16	Tcf20	alternative first region	EX_cortical	INH_midbrain	2	2	2	False	0.00707164541616158	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000041852.16:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000041852.16:B1	ENSMUSG00000041852.16	Tcf20	alternative first region	EX_cortical	INH_migrating_interneuron	2	2	2	False	0.047397212984750796	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000042133.17:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000042133.17:B1	ENSMUSG00000042133.17	Ppig	alternative first region	EX_cortical	INH_medium_spiny	2	2	2	True	0.13952718816725107	0.11946695255635277	-0.016668887969098288	-1.0	False	-0.016947286590111046	-0.00966259636808374	-1.0	-1.0	False	1291.85	449.40999999999997	3.1623783023355215e-06	[236, 213]	[711, 721]	[507, 322]	[251, 209]	1.4501763357852892e-05	False
ENSMUSG00000042133.17:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000042133.17:B1	ENSMUSG00000042133.17	Ppig	alternative first region	EX_cortical	INH_midbrain	2	2	2	False	0.1136580030323654	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[236, 213]	[711, 721]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000042133.17:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000042133.17:B1	ENSMUSG00000042133.17	Ppig	alternative first region	EX_cortical	INH_migrating_interneuron	2	2	2	False	0.11606889587694237	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[236, 213]	[711, 721]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000042523.13:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000042523.13:B1	ENSMUSG00000042523.13	Dnal1	alternative first region	EX_cortical	INH_midbrain	2	2	2	False	0.0021331257433714577	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[2, 93]	[8, 104]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000042548.15:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000042548.15:B1	ENSMUSG00000042548.15	Asxl1	alternative first region	EX_cortical	INH_medium_spiny	2	2	2	True	0.1866162790843155	0.0	NA	NA	NA	NA	NA	NA	NA	NA	214.8	102.4	NA	[0, 106]	[0, 248]	[0, 112]	[0, 102]	NA	False
ENSMUSG00000042548.15:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000042548.15:B1	ENSMUSG00000042548.15	Asxl1	alternative first region	EX_cortical	INH_midbrain	2	2	2	False	0.165421029271159	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 106]	[0, 248]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000042548.15:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000042548.15:B1	ENSMUSG00000042548.15	Asxl1	alternative first region	EX_cortical	INH_migrating_interneuron	2	2	2	False	0.1137283186948084	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 106]	[0, 248]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000042557.15:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000042557.15:B1	ENSMUSG00000042557.15	Sin3a	alternative first region	EX_cortical	INH_medium_spiny	4	4	4	True	0.032603767098265006	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	NA	False
ENSMUSG00000042589.19:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000042589.19:B1	ENSMUSG00000042589.19	Cux2	alternative first region	EX_cortical	INH_midbrain	3	3	3	False	0.23670376707434465	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[6, 6, 3]	[20, 16, 3]	[0, 0, 0]	[0, 0, 0]	NA	False
ENSMUSG00000042589.19:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000042589.19:B1	ENSMUSG00000042589.19	Cux2	alternative first region	EX_cortical	INH_migrating_interneuron	3	3	3	False	0.05721462738841423	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[6, 6, 3]	[20, 16, 3]	[0, 0, 0]	[0, 0, 0]	NA	False
ENSMUSG00000042700.17:B1|cell_type|ASC|EX_cerebellum_granule	ENSMUSG00000042700.17:B1	ENSMUSG00000042700.17	Sipa1l1	alternative first region	ASC	EX_cerebellum_granule	3	3	3	True	0.20298747583571183	0.8312807132739065	0.017997001295910916	0.10665548632996016	True	NA	0.017997001295910916	NA	0.10665548632996016	NA	2.5300000000000002	0.0	0.11348988693075616	[0, 1, 0]	[0, 1, 0]	[0, 0, 0]	[2, 2, 1]	0.20352097041772474	False
ENSMUSG00000042700.17:B1|cell_type|ASC|EX_cortical	ENSMUSG00000042700.17:B1	ENSMUSG00000042700.17	Sipa1l1	alternative first region	ASC	EX_cortical	3	3	3	True	0.008463036905693647	0.7502788341421959	0.0004505826206619408	0.07096194440929715	True	-0.0005406062577087699	0.0018716563208349456	-0.07534702019380063	0.34117493708645474	False	2.5300000000000002	1.0	0.09545403381692552	[0, 1, 0]	[0, 1, 0]	[24, 18, 16]	[4, 20, 16]	0.1760987927793929	False
ENSMUSG00000042700.17:B1|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000042700.17:B1	ENSMUSG00000042700.17	Sipa1l1	alternative first region	EX_cerebellum_granule	EX_cortical	3	3	3	True	0.03313724986714574	0.13481230148646622	0.0032024640935173414	0.7168664964096536	True	NA	0.008143815301883843	NA	0.6967075161360369	NA	6.7700000000000005	0.0	0.8400831126566985	[0, 0, 0]	[2, 2, 1]	[24, 18, 16]	[4, 20, 16]	0.9766536752718913	False
ENSMUSG00000042700.17:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000042700.17:B1	ENSMUSG00000042700.17	Sipa1l1	alternative first region	EX_cortical	INH_medium_spiny	3	3	3	True	0.08430646156327569	0.12966971082831544	0.010736366281683087	0.9821049845633497	True	-0.00017986150447325775	0.026069384442567563	-0.021805895709215387	0.8664539975705926	False	102.24000000000001	42.01	0.23521543593823097	[24, 18, 16]	[4, 20, 16]	[19, 20, 12]	[26, 22, 16]	0.3695146244837136	False
ENSMUSG00000042700.17:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000042700.17:B1	ENSMUSG00000042700.17	Sipa1l1	alternative first region	EX_cortical	INH_midbrain	3	3	3	False	0.02976194344175784	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[24, 18, 16]	[4, 20, 16]	[0, 0, 0]	[0, 0, 0]	NA	False
ENSMUSG00000045038.15:B1|cell_type|ASC|EX_cortical	ENSMUSG00000045038.15:B1	ENSMUSG00000045038.15	Prkce	alternative first region	ASC	EX_cortical	2	2	2	True	0.08684804889583779	0.18555796987747852	0.01611534764093165	1.0	True	0.017642894497058133	0.015558175457942086	0.9999999999999998	1.0000000000000002	True	11.0	2.0	0.346349640180474	[2, 0]	[9, 0]	[120, 20]	[338, 49]	0.5029888118657015	False
ENSMUSG00000045038.15:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000045038.15:B1	ENSMUSG00000045038.15	Prkce	alternative first region	EX_cortical	INH_medium_spiny	2	2	2	True	0.05513068736986154	0.024825470702883465	-0.0013686452641303252	-1.0	False	0.0008945348771196939	-0.003325201354207106	1.0	-0.9999999999999999	False	230.49999999999997	102.94	0.596298908997563	[120, 20]	[338, 49]	[110, 16]	[85, 17]	0.7516176038804361	False
ENSMUSG00000045038.15:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000045038.15:B1	ENSMUSG00000045038.15	Prkce	alternative first region	EX_cortical	INH_midbrain	2	2	2	False	0.09874773179943064	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[120, 20]	[338, 49]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000045038.15:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000045038.15:B1	ENSMUSG00000045038.15	Prkce	alternative first region	EX_cortical	INH_migrating_interneuron	2	2	2	False	0.19315371393482375	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[120, 20]	[338, 49]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000045095.17:B2|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000045095.17:B2	ENSMUSG00000045095.17	Magi1	cassette exon	EX_cortical	INH_midbrain	2	2	5	False	0.3653543476341006	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 48]	[0, 28]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000045103.20:B1|cell_type|ASC|EX_cortical	ENSMUSG00000045103.20:B1	ENSMUSG00000045103.20	Dmd	alternative first region	ASC	EX_cortical	2	2	3	True	0.14392535410771276	0.13486442331277806	0.019410409881824055	1.0	True	0.03789798328937227	0.007228516073281778	1.0	1.0	True	58.31	18.17	0.09545542038509147	[12, 5]	[32, 8]	[265, 35]	[178, 35]	0.1760987927793929	False
ENSMUSG00000045103.20:B1|cell_type|ASC|INH_midbrain	ENSMUSG00000045103.20:B1	ENSMUSG00000045103.20	Dmd	alternative first region	ASC	INH_midbrain	2	2	3	False	0.17780318275585125	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[12, 5]	[32, 8]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000045103.20:B1|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000045103.20:B1	ENSMUSG00000045103.20	Dmd	alternative first region	EX_cerebellum_granule	EX_cortical	2	2	3	True	0.028428402662887868	0.1286808085313575	0.0036581898399154072	1.0	True	-0.00468388969138566	0.003215855786198021	-1.0000000000000002	1.0	False	14.66	1.0	0.5599157767821195	[1, 0]	[10, 3]	[265, 35]	[178, 35]	0.7132260489962712	False
ENSMUSG00000045103.20:B1|cell_type|EX_cortical|EX_hippocampus_pyramidal	ENSMUSG00000045103.20:B1	ENSMUSG00000045103.20	Dmd	alternative first region	EX_cortical	EX_hippocampus_pyramidal	2	2	3	True	0.02175417377797647	0.192555969279175	-0.004188896017685871	-0.9999999999999998	False	-0.0035842376200860174	-0.005038966099612717	-1.0	-1.0	False	31.64	2.14	0.017158476203495684	[265, 35]	[178, 35]	[2, 0]	[29, 0]	0.04121783695567016	False
ENSMUSG00000045103.20:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000045103.20:B1	ENSMUSG00000045103.20	Dmd	alternative first region	EX_cortical	INH_medium_spiny	2	2	3	True	0.02887145174541884	0.15331585933541544	-0.0044264514346098694	-1.0	False	-0.0032766307210364	-0.005849580145754828	-1.0	-1.0	False	180.2	82.75	1.386900375615754e-05	[265, 35]	[178, 35]	[79, 3]	[95, 2]	5.707628468880218e-05	False
ENSMUSG00000045103.20:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000045103.20:B1	ENSMUSG00000045103.20	Dmd	alternative first region	EX_cortical	INH_midbrain	2	2	3	False	0.03348276402391778	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[265, 35]	[178, 35]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000045103.20:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000045103.20:B1	ENSMUSG00000045103.20	Dmd	alternative first region	EX_cortical	INH_migrating_interneuron	2	2	3	False	0.039747905548748116	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[265, 35]	[178, 35]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000045103.20:B2|cell_type|ASC|EX_cortical	ENSMUSG00000045103.20:B2	ENSMUSG00000045103.20	Dmd	cassette exon	ASC	EX_cortical	2	2	3	True	0.061416377599557946	0.16830260686495624	-0.010336536454208105	-1.0	False	-0.010119018691695857	-0.012062184274868144	-1.0000000000000002	-1.0	False	58.31	18.17	0.004835450324917247	[18, 0]	[39, 1]	[265, 35]	[178, 35]	0.013695701949692085	False
ENSMUSG00000045103.20:B2|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000045103.20:B2	ENSMUSG00000045103.20	Dmd	cassette exon	EX_cerebellum_granule	EX_cortical	2	2	3	True	0.02636163551926767	0.0003790324088325029	9.991914211632493e-06	1.0	True	-0.004343367241591646	-0.000647786205283541	-1.0	-1.0	False	14.66	1.0	1.0	[1, 0]	[11, 2]	[265, 35]	[178, 35]	1.0	False
ENSMUSG00000045103.20:B2|cell_type|EX_cortical|EX_hippocampus_pyramidal	ENSMUSG00000045103.20:B2	ENSMUSG00000045103.20	Dmd	cassette exon	EX_cortical	EX_hippocampus_pyramidal	2	2	3	True	0.02575794754496638	0.192555969279175	-0.004959846556163148	-1.0	False	-0.004243903057368077	-0.005966368835670915	-1.0000000000000002	-1.0000000000000002	False	31.64	2.14	0.017158476203495684	[265, 35]	[178, 35]	[2, 0]	[29, 0]	0.04121783695567016	False
ENSMUSG00000045103.20:B2|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000045103.20:B2	ENSMUSG00000045103.20	Dmd	cassette exon	EX_cortical	INH_medium_spiny	2	2	3	True	0.029721554156930403	0.15331585933541544	-0.004556785616353874	-1.0	False	-0.0033731091282238005	-0.0060218174905231035	-1.0	-0.9999999999999999	False	180.2	82.75	1.386900375615754e-05	[265, 35]	[178, 35]	[79, 3]	[95, 2]	5.707628468880218e-05	False
ENSMUSG00000045103.20:B2|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000045103.20:B2	ENSMUSG00000045103.20	Dmd	cassette exon	EX_cortical	INH_midbrain	2	2	3	False	0.032638087916086446	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[265, 35]	[178, 35]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000045103.20:B2|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000045103.20:B2	ENSMUSG00000045103.20	Dmd	cassette exon	EX_cortical	INH_migrating_interneuron	2	2	3	False	0.03170168256579364	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[265, 35]	[178, 35]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000045103.20:B4|cell_type|ASC|EX_cortical	ENSMUSG00000045103.20:B4	ENSMUSG00000045103.20	Dmd	alternative last region	ASC	EX_cortical	3	3	3	True	0.2746503238523792	0.2630821433885389	0.056874945411727766	0.787135511345728	True	0.09162897885794816	0.03702795476481507	0.8920643315574655	0.5972238226869531	True	58.31	18.17	3.1614343087396726e-15	[0, 5, 12]	[1, 7, 32]	[35, 0, 265]	[35, 0, 178]	3.238788552464154e-14	True
ENSMUSG00000045103.20:B4|cell_type|ASC|INH_midbrain	ENSMUSG00000045103.20:B4	ENSMUSG00000045103.20	Dmd	alternative last region	ASC	INH_midbrain	3	3	3	False	0.25486529776431976	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 5, 12]	[1, 7, 32]	[0, 0, 0]	[0, 0, 0]	NA	False
ENSMUSG00000045103.20:B4|cell_type|ASC|INH_migrating_interneuron	ENSMUSG00000045103.20:B4	ENSMUSG00000045103.20	Dmd	alternative last region	ASC	INH_migrating_interneuron	3	3	3	False	0.2069262918303929	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 5, 12]	[1, 7, 32]	[0, 0, 0]	[0, 0, 0]	NA	False
ENSMUSG00000045103.20:B4|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000045103.20:B4	ENSMUSG00000045103.20	Dmd	alternative last region	EX_cerebellum_granule	EX_cortical	3	3	3	True	0.044013391044465146	0.12849171161216072	0.005294110450054501	0.9361232958010516	True	-0.005614530375356293	0.004830439386174968	-0.7742378610724074	0.8628052470374131	False	14.66	1.0	0.00791072452904825	[0, 0, 1]	[2, 1, 10]	[35, 0, 265]	[35, 0, 178]	0.0208713088259547	True
ENSMUSG00000045103.20:B4|cell_type|EX_cortical|EX_hippocampus_pyramidal	ENSMUSG00000045103.20:B4	ENSMUSG00000045103.20	Dmd	alternative last region	EX_cortical	EX_hippocampus_pyramidal	3	3	3	True	0.026629577129272407	0.192555969279175	-0.004714159752820215	-0.9193545702253366	False	-0.004033680631320151	-0.005670823788016286	-0.9193545702253366	-0.9193545702253365	False	31.64	2.14	0.017158476203495684	[35, 0, 265]	[35, 0, 178]	[0, 0, 2]	[0, 0, 29]	0.04121783695567016	False
ENSMUSG00000045103.20:B4|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000045103.20:B4	ENSMUSG00000045103.20	Dmd	alternative last region	EX_cortical	INH_medium_spiny	3	3	3	True	0.032511198616077444	0.15331585933541544	-0.0037814971324351956	-0.758653931138041	False	-0.0027992105772962727	-0.004997269454752601	-0.7586539311380407	-0.7586539311380409	False	180.2	82.75	1.386900375615749e-05	[35, 0, 265]	[35, 0, 178]	[3, 0, 79]	[2, 0, 95]	5.707628468880218e-05	False
ENSMUSG00000045103.20:B4|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000045103.20:B4	ENSMUSG00000045103.20	Dmd	alternative last region	EX_cortical	INH_midbrain	3	3	3	False	0.03840915215794439	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[35, 0, 265]	[35, 0, 178]	[0, 0, 0]	[0, 0, 0]	NA	False
ENSMUSG00000045103.20:B4|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000045103.20:B4	ENSMUSG00000045103.20	Dmd	alternative last region	EX_cortical	INH_migrating_interneuron	3	3	3	False	0.0442328438197983	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[35, 0, 265]	[35, 0, 178]	[0, 0, 0]	[0, 0, 0]	NA	False
ENSMUSG00000045114.11:B1|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000045114.11:B1	ENSMUSG00000045114.11	Prrt2	alternative first region	EX_cerebellum_granule	EX_cortical	2	1	1	False	0.06897446909478609	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000045114.11:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000045114.11:B1	ENSMUSG00000045114.11	Prrt2	alternative first region	EX_cortical	INH_medium_spiny	2	1	1	False	0.051148040541421955	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000045114.11:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000045114.11:B1	ENSMUSG00000045114.11	Prrt2	alternative first region	EX_cortical	INH_midbrain	2	1	1	False	0.053815836885187096	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000045114.11:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000045114.11:B1	ENSMUSG00000045114.11	Prrt2	alternative first region	EX_cortical	INH_migrating_interneuron	2	1	1	False	0.08186569316328002	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000045482.17:B3|cell_type|ASC|EX_cortical	ENSMUSG00000045482.17:B3	ENSMUSG00000045482.17	Trrap	cassette exon	ASC	EX_cortical	2	2	4	True	0.11870421929784862	0.0	NA	NA	NA	NA	NA	NA	NA	NA	7.57	3.25	NA	[3, 0]	[4, 0]	[10, 0]	[27, 0]	NA	False
ENSMUSG00000045482.17:B3|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000045482.17:B3	ENSMUSG00000045482.17	Trrap	cassette exon	EX_cortical	INH_medium_spiny	2	2	4	True	0.05545459552503741	0.4469993821124769	0.02478816993498905	1.0	True	NA	0.0430809393818831	NA	1.0	NA	37.56	10.56	0.00010264018085972773	[10, 0]	[27, 0]	[18, 0]	[11, 13]	0.0003831104425113093	True
ENSMUSG00000045482.17:B3|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000045482.17:B3	ENSMUSG00000045482.17	Trrap	cassette exon	EX_cortical	INH_midbrain	2	2	4	False	0.05119808643124092	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[10, 0]	[27, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000045482.17:B3|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000045482.17:B3	ENSMUSG00000045482.17	Trrap	cassette exon	EX_cortical	INH_migrating_interneuron	2	2	4	False	0.06433325103231308	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[10, 0]	[27, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000045962.17:B1|cell_type|ASC|EX_cortical	ENSMUSG00000045962.17:B1	ENSMUSG00000045962.17	Wnk1	whole-gene complex	ASC	EX_cortical	4	4	4	True	0.10034472282336067	0.0	NA	NA	NA	NA	NA	NA	NA	NA	1.67	0.0	NA	[0, 0, 0, 0]	[0, 0, 0, 1]	[0, 0, 0, 7]	[0, 0, 0, 2]	NA	False
ENSMUSG00000045962.17:B1|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000045962.17:B1	ENSMUSG00000045962.17	Wnk1	whole-gene complex	EX_cerebellum_granule	EX_cortical	4	4	4	True	0.12486378392775588	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 7]	[0, 0, 0, 2]	NA	False
ENSMUSG00000045962.17:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000045962.17:B1	ENSMUSG00000045962.17	Wnk1	whole-gene complex	EX_cortical	INH_midbrain	4	4	4	False	0.16032949202628843	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0, 0, 7]	[0, 0, 0, 2]	[0, 0, 0, 0]	[0, 0, 0, 0]	NA	False
ENSMUSG00000045962.17:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000045962.17:B1	ENSMUSG00000045962.17	Wnk1	whole-gene complex	EX_cortical	INH_migrating_interneuron	4	4	4	False	0.06082844464739853	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0, 0, 7]	[0, 0, 0, 2]	[0, 0, 0, 0]	[0, 0, 0, 0]	NA	False
ENSMUSG00000045983.17:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000045983.17:B1	ENSMUSG00000045983.17	Eif4g1	alternative first region	EX_cortical	INH_midbrain	3	3	3	False	0.03451376009164493	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	NA	False
ENSMUSG00000045983.17:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000045983.17:B1	ENSMUSG00000045983.17	Eif4g1	alternative first region	EX_cortical	INH_migrating_interneuron	3	3	3	False	0.030475596608427764	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	NA	False
ENSMUSG00000045983.17:B5|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000045983.17:B5	ENSMUSG00000045983.17	Eif4g1	alternative last region	EX_cortical	INH_medium_spiny	2	2	4	True	0.06816569759809492	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[20, 0]	NA	False
ENSMUSG00000045983.17:B5|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000045983.17:B5	ENSMUSG00000045983.17	Eif4g1	alternative last region	EX_cortical	INH_midbrain	2	2	4	False	0.02894462011593077	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000045983.17:B5|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000045983.17:B5	ENSMUSG00000045983.17	Eif4g1	alternative last region	EX_cortical	INH_migrating_interneuron	2	2	4	False	0.013586082955377918	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 0]	NA	False
